IID,projection
4474411,-0.07371513760518594
2596663,-0.07362685008511485
5414452,-0.07360246545142765
4569402,-0.07353835295423607
5040351,-0.07351030401390989
4073011,-0.07349644857345408
3528899,-0.07349557118109742
1653665,-0.07349368042784615
4354328,-0.07342954132705329
3059766,-0.0734204320112264
5699015,-0.0733460612766891
1876102,-0.07334369727333943
1538106,-0.07330980450168471
4176129,-0.0733080538154469
3949741,-0.07329455214282433
5235974,-0.07328997675113762
3410673,-0.07319016986082785
3199167,-0.07318283009898713
4403135,-0.07315102190305425
4202759,-0.07314279384926117
2794796,-0.07313594676380068
1905143,-0.0730809132669891
1790914,-0.07305255958842934
5466879,-0.07302860026966428
1205818,-0.0730250567245629
5437342,-0.07301290843058798
5615558,-0.07301222435480245
1391363,-0.07300999462286314
4210287,-0.07300857060356725
3229830,-0.07300211278643774
1552718,-0.07294817346646454
1222869,-0.07292570351223691
2652632,-0.07284415107034506
1211984,-0.07282562805913625
2825744,-0.07278529689618299
3659199,-0.07275469566223293
3758644,-0.07272509754981146
1710356,-0.07271866505733493
1080081,-0.07270675500719107
2621667,-0.0726947585128265
2900352,-0.072665126946295
2844271,-0.07266133276570852
1926894,-0.07265517095709831
3333487,-0.0726451506011647
5766296,-0.07261502229029833
1946263,-0.07260946350557825
2420486,-0.07258789635608451
5907252,-0.0725849220647969
4307150,-0.07256122740391845
1997541,-0.07254817748443416
3512560,-0.0725015065039754
3942916,-0.0724953990236777
5821811,-0.07245281162292885
4699518,-0.07244800660806781
4584072,-0.07243267428685092
4903313,-0.07241920484127837
5489381,-0.07241801335315717
5248211,-0.07240421932742602
1691471,-0.07239103892089883
5853361,-0.07235044185131939
4665433,-0.07234965574079415
5620413,-0.07232092134123036
3970995,-0.0722984233350453
1314354,-0.07229197954447288
5041755,-0.07227706419204886
2630143,-0.07226012847378188
3701831,-0.0722409335985808
4286810,-0.07221690512090344
1107908,-0.07220848839597913
5917139,-0.07216930564260945
2204501,-0.07216627270474435
3123892,-0.07216270946876724
4292562,-0.07207356800557597
4355259,-0.07201685131500736
4193006,-0.07201330427152483
4476285,-0.0719909656995514
2298878,-0.07195275737758802
1381873,-0.07193656666978115
1725981,-0.07192646298901725
2228225,-0.0718669456803368
4490809,-0.0718529254758401
3101429,-0.07184646424301061
5998371,-0.0718430214565539
2593839,-0.07184241171786014
3619478,-0.0718364186778242
5590979,-0.0718073190303671
5418741,-0.07180485235448274
1698522,-0.07177868715862332
3001802,-0.071764275989296
5406664,-0.07169746390995167
5969874,-0.07167905547660244
1003784,-0.0716420296411971
4265167,-0.07162139194798905
3360973,-0.07160827646849732
3366718,-0.07157867797078676
1888537,-0.07154513988734572
2541638,-0.07153667474904657
2403472,-0.07152949828969515
2559192,-0.07151779531385159
1838087,-0.07149304692082295
2121500,-0.07148889376045796
2267479,-0.07146791168381472
4035517,-0.07146399719761096
4708133,-0.07143953746380526
1913478,-0.07143518243028515
1454541,-0.07143420470119745
5982986,-0.0714022639328024
4193317,-0.07139159321790994
1602153,-0.07138129344295245
5982143,-0.07137522659875303
5702041,-0.07135661186483194
4809320,-0.07134864313218493
4990278,-0.07133429768565107
1240883,-0.07132912232105973
2349203,-0.07126212631939584
5756497,-0.07124900175740437
1972604,-0.0712312582502376
1791182,-0.07122156108868524
1714752,-0.07121026941211589
2553874,-0.07104190555866487
3345833,-0.07103358900140516
4369622,-0.07101161825447144
5889371,-0.07100094874104738
5934745,-0.07098513340959231
1346513,-0.07095307642047805
1993415,-0.07093939294342912
4629045,-0.0709275542784235
1589148,-0.07091185397531488
1062157,-0.0708774546946578
3645329,-0.07086861277961481
4027582,-0.07083546408648927
5032570,-0.07083413235499894
1201988,-0.0708231920777281
4972757,-0.07081511045489808
1336986,-0.07081127493066236
2628369,-0.07080421684221783
4272775,-0.07078390961869402
4619472,-0.07078276151467897
5169469,-0.07077761063203644
2940390,-0.07076464483749965
1166569,-0.07075980986931817
1187008,-0.07073885272851571
5863865,-0.07072529702041389
2535072,-0.07072203759452132
1252733,-0.07072083290834816
4496181,-0.0707206668164474
1544556,-0.07069639805640077
5532286,-0.07069206593194886
2345367,-0.0706919698045339
2698497,-0.0706719042443276
5907260,-0.07065389901812547
1907815,-0.07060124229954369
2458321,-0.07058790652188034
2273907,-0.07058663252766931
4175746,-0.07054778410671027
4748515,-0.07052008464220932
3360817,-0.0704469202154435
1663474,-0.07043969947041501
5274587,-0.07042683838260028
2574634,-0.07041882743340994
1985079,-0.0704018379179115
2155101,-0.07039998754671055
4588321,-0.07038553570902253
3763513,-0.07037685723473733
5111292,-0.07033106841141243
5308011,-0.07031847004951113
4240157,-0.0703138328963205
2009602,-0.07031011204794808
4167562,-0.07030266083233178
2676266,-0.07029370807480621
1903743,-0.07026565055396837
1507045,-0.07026320740087556
1462957,-0.07025013675233972
3939225,-0.07024632182215337
4138596,-0.07020628458449232
1377718,-0.0702044718887844
1919534,-0.07017799848637786
3727402,-0.07017153492293061
4775033,-0.07016886650417642
3254534,-0.07013742606767613
4223851,-0.07011345352670101
4837241,-0.07008648766811139
1940205,-0.07006852052391108
5423381,-0.07006357036896955
1382800,-0.07006197525018404
1688268,-0.07005823090105602
2757100,-0.07005465140220557
4066451,-0.07001552473411399
5081380,-0.0700059165551103
4648276,-0.06999470860157048
1125473,-0.06998875786483573
2773953,-0.06998802213162185
1144458,-0.06997064830103758
5386679,-0.06993727608485575
5389582,-0.06991804831544736
4140297,-0.0699143628125338
2406931,-0.06990375696046865
2797457,-0.06987998855238216
1569855,-0.0698708136474201
5994787,-0.06980410290380054
1507217,-0.06979838836699732
3076444,-0.06979590667749933
5078703,-0.06978147599977398
5916197,-0.06976509802745681
4228470,-0.06976472055511355
3968304,-0.06975240553856667
4943284,-0.06973301317419588
5730065,-0.06971303884506241
5150344,-0.06966854450183294
4748244,-0.06961062742235619
2426101,-0.06955675263630595
6022314,-0.06954636942724256
2637323,-0.06951283047659906
1341667,-0.06950835816252594
2330146,-0.06949731656926435
2630412,-0.0694581599279512
4587346,-0.06945467257171876
4612433,-0.06944079356043971
1421772,-0.06943470102018605
4577664,-0.06942903710237892
5369830,-0.06940674262885754
4739634,-0.06940368163139812
3006025,-0.06940044918931469
5670729,-0.06931657295995834
2455992,-0.06930250992759356
3805727,-0.06925706812959014
4218109,-0.06925570843454142
2759538,-0.06924528919580165
5458448,-0.06920769174208706
1314413,-0.06920181205590968
3666793,-0.06919386380765666
1828105,-0.06914445790564809
5897290,-0.06913415777451223
1554798,-0.06911476629409212
3695706,-0.06908711561225682
4313595,-0.06908093030546414
4822744,-0.06903234812408818
3085374,-0.06902594165472632
2157781,-0.0690155039844305
5191321,-0.06900765182654628
3084480,-0.06897651104674382
2965080,-0.06896687234459765
4291135,-0.06893688106605088
3194742,-0.06887328121805211
4508546,-0.06886725348476819
2566670,-0.06886504231421872
5045919,-0.06885862205559898
3821708,-0.0688424540589433
3951369,-0.06883470705269791
5984305,-0.06877955536406398
5881724,-0.068774954717748
3953631,-0.06871288014727714
1711576,-0.0687119137753929
3065260,-0.06867259944970551
1835035,-0.06865873368847258
4549254,-0.06854729044159896
3011015,-0.06854610653695233
3224941,-0.06853645086169714
4034125,-0.06851628452955948
3288738,-0.06848022915873964
4946283,-0.06845699888225287
5083928,-0.06842665779153821
1628169,-0.06839981093840258
1155503,-0.06838345259137842
1140601,-0.06834394838609975
2031173,-0.06833257083387458
1043324,-0.06833042723146165
3123910,-0.06831332150836171
1626193,-0.06825478005923166
4811634,-0.06824480174093707
4958471,-0.06822889913239538
3638882,-0.06820505413247428
1465274,-0.06818436321325265
2945883,-0.06817507449418024
5967453,-0.06816669466157292
2756904,-0.06815287612313235
1182880,-0.06814674351802003
5673733,-0.0681444384292761
1434857,-0.06813762088116526
1209129,-0.06812008658039198
2628535,-0.06808807298461479
2579202,-0.06808465654612789
4149159,-0.0680575193901892
5286268,-0.06805411656097984
3779293,-0.06805251158015425
2438560,-0.06805090351917213
2531911,-0.06804916447119534
2023106,-0.06798961643096835
2503817,-0.06798865245208283
1469907,-0.0679614775563442
4503998,-0.06793150559068001
5841049,-0.0679001939014493
4955385,-0.06789445952874519
3783415,-0.06787500620120622
4104155,-0.0678746033840154
6019159,-0.06787437413370516
1150302,-0.0678732067226832
1123647,-0.06787106633481056
1164223,-0.06786611205330867
1519496,-0.06783728798561531
2360968,-0.06780329967674815
1029667,-0.06777671275511857
4326431,-0.06776635954006499
1977658,-0.06775314949863669
2368779,-0.06773537022328958
5412247,-0.06771883197595216
2067253,-0.06771621568905438
2130328,-0.06771428074820622
5432449,-0.06768769102950799
2452979,-0.06768671416530427
5749108,-0.06767894863991213
1276058,-0.06764092775660707
5165248,-0.0676331253663073
5768113,-0.06762326203378587
2120720,-0.06758866310118934
4625372,-0.06757207304059085
5097187,-0.06756621866391004
6008403,-0.06751872209477636
5553695,-0.06747892935509874
5297060,-0.06747618785345454
5580141,-0.06747449512711703
4008437,-0.06746324492960921
1790061,-0.0674446498055869
2757602,-0.06743357207925882
2808352,-0.06739420517542875
3834482,-0.06738979417455705
2685110,-0.0673356202616954
5324720,-0.06730562634756479
5272144,-0.06726547297545721
4142480,-0.06725061889241042
2848938,-0.06723612489855582
4435990,-0.06721360514788108
5972482,-0.06718229862361726
2834998,-0.06714341238205028
2252328,-0.06711548032381574
1656959,-0.06709189032863959
2445299,-0.06708303193707832
2343709,-0.06706991801097484
1455550,-0.06705973329075149
5035450,-0.06705708746015368
2221695,-0.06705635838083175
5364516,-0.06702529063887426
3354311,-0.06701352501295313
2583798,-0.067011415367457
3207315,-0.06698683982998817
4334709,-0.06698466707908285
4412514,-0.06697911847658738
4338195,-0.06697660104606216
1909558,-0.06695658116730252
4412508,-0.06692427503120506
2869473,-0.06691386441051543
2886984,-0.06690807969728785
3718883,-0.06690188491883017
4520928,-0.06689998291139311
2034425,-0.0668511025864942
2428578,-0.06684611037053098
2641978,-0.06684334300977601
2299401,-0.06680975685308983
5283562,-0.06680616584630533
2672556,-0.06679516938134021
3548503,-0.06678697972371418
1743426,-0.06676501857729265
3865958,-0.06675632883080902
1322099,-0.0667349281282969
2329094,-0.06673085655812502
4794821,-0.06672587174754033
3112567,-0.06670701968472556
5013225,-0.06669932068358948
